Sample Number:	1	3	4	5	6	30	31	33	34	36
Group Code:	1	1	1	1	1	2	2	2	2	2
Wavenumbers	Arabica	Arabica	Arabica	Arabica	Arabica	Robusta	Robusta	Robusta	Robusta	Robusta
810.548	21.22761979	13.11832444	15.66840884	16.63495952	13.16534882	12.84792365	11.96582115	14.72062864	14.10808144	11.28165614
814.408	21.83750917	13.50708386	15.80386848	17.05526334	13.58740534	13.19835832	12.22928088	14.84984812	14.47633745	11.63945281
818.268	22.72997487	13.47349516	15.97760653	17.61049509	13.99858385	13.07441016	12.02643785	14.82216226	14.51678254	11.72189391
822.128	22.51766332	12.87142757	15.56948928	17.21159357	13.47687568	12.62261477	11.81355493	14.31573225	14.07463066	11.25167246
825.988	21.04017788	12.18191852	14.95042289	16.21789739	12.57761267	12.00883956	11.39254439	13.38916788	13.21793419	10.48700922
829.848	19.25630567	11.23947971	14.02959867	15.2877505	11.98994468	11.04303791	10.53886782	12.69072523	12.46689443	9.807705248
833.708	18.51798162	10.51567153	13.39673949	14.42413258	11.2436	10.34771279	9.852058286	12.10683902	11.72480003	9.138693806
837.568	18.34777311	10.46817847	13.09236044	13.92892074	10.69245883	10.00906702	9.375785876	11.45898858	11.07070855	8.676863888
841.428	18.04403433	10.42874158	12.78499132	13.55149857	10.46978384	9.817839153	9.099171047	11.17981257	10.70689621	8.531417413
845.288	17.73585838	10.21277075	12.82998758	13.28897886	10.37401234	9.747809841	9.155517605	11.3413281	10.56500357	8.483065573
849.148	17.63630111	10.05833091	12.86566831	13.28913812	10.36092287	9.715180154	9.192253214	11.52935488	10.74936004	8.514527932
853.008	18.03080154	10.0334065	12.86602932	13.04562155	10.21279096	9.706522599	9.312393752	11.70642232	10.94988101	8.598294249
856.867	18.23474687	9.99019017	12.88243939	12.97528579	10.01971307	9.734204084	9.304979001	11.70917009	10.98698489	8.618915166
860.727	18.2754472	9.912492846	12.51347951	13.19516531	9.944394968	9.586975247	9.020923284	11.39113724	10.94429379	8.505878752
864.587	17.65333413	9.883683854	12.17323923	13.00401911	10.07084152	9.273961813	8.731818217	10.89252375	10.47704657	8.236409913
868.447	16.70317087	9.773571441	12.0552766	13.00892016	10.12349729	8.976468232	8.431123007	10.52401862	9.942066101	7.950751727
872.307	16.2375397	9.748217936	11.86645478	13.08572901	10.03184071	8.878336081	8.262529297	10.21612679	9.843103902	7.810932092
876.167	16.1838356	9.7874758	11.73482494	12.98156366	9.989951879	8.880217767	8.2350511	10.1241416	9.762566712	7.804390037
880.027	16.45831767	9.8243296	11.79405346	13.05836737	9.951041945	8.784986473	8.175081296	10.23411607	9.583775698	7.743925312
883.887	16.58046158	9.899622859	11.98699939	13.1390087	9.996838682	8.796436845	8.121144247	10.136399	9.598755538	7.696278087
887.747	16.42611238	9.796239554	11.95600388	13.14529684	10.00122624	8.875300175	8.115255245	9.914090288	9.614680684	7.654060544
891.607	16.2445032	9.718837765	11.56258977	13.17519121	9.863139273	8.791151919	7.986678977	9.904612406	9.407339487	7.521352034
895.467	16.09567184	9.674373935	11.4544214	13.09594725	9.712869125	8.479226081	7.74302459	9.804196945	9.126315176	7.302957158
899.327	15.75614942	9.466615577	11.50842318	12.83533864	9.440090623	8.14670614	7.533738776	9.473074246	8.868655159	7.050348675
903.187	15.79168974	9.395465493	11.30670717	12.56506664	9.194064121	7.855961418	7.307967025	9.245086565	8.678987079	6.912837803
907.047	16.1326793	9.47834889	11.16053506	12.49626181	9.163159338	7.760045875	7.224014852	9.390993743	8.696785914	6.92360419
910.907	16.50832174	9.52436712	11.26849939	12.69414311	9.223191663	7.966217386	7.339561805	9.844937376	8.804309058	7.06928703
914.767	16.87148285	9.450653838	11.6084493	12.76972926	9.15570705	8.0669929	7.467100759	10.06661823	8.921858251	7.152711682
918.627	16.84265554	9.294472043	11.55223832	12.51034335	8.926925325	7.931657395	7.385252618	9.955204614	8.957796811	7.049981245
922.487	16.84565421	9.089217208	11.11115572	12.27438385	8.724297296	7.803677571	7.187627192	9.709964859	8.791674351	6.907334187
926.347	16.63445195	8.995671812	10.9585326	12.28359516	8.737969923	7.785689017	7.180036015	9.54457282	8.72027351	6.93386984
930.207	16.34911312	9.039362704	11.05653787	12.31776382	8.920364181	7.918766499	7.329386329	9.692832714	8.778014555	7.023205866
934.067	16.4368761	9.258254781	11.21793109	12.35956148	8.995442454	8.067407051	7.403929167	9.854940827	8.8062311	7.080793879
937.927	16.49143186	9.423939166	11.3352031	12.49269134	9.038830829	8.038131985	7.348417361	9.835505349	8.900943048	7.058312284
941.787	16.76419631	9.431040535	11.40127504	12.74891263	9.159365033	8.095722366	7.373579163	10.00351112	9.091167191	7.084018978
945.647	16.775461	9.573440161	11.4932727	12.90030585	9.309693244	8.337231751	7.510792088	10.21587988	9.198847483	7.24659354
949.507	17.00809767	9.770672923	11.69605604	13.10113085	9.555033086	8.522562469	7.705831582	10.44904565	9.234527354	7.430743444
953.367	17.83696866	10.14308698	12.06307355	13.60622699	9.819778667	8.820338752	8.053135668	10.84679924	9.591050446	7.73151557
957.227	18.03743583	10.62018867	12.6045315	14.16803458	10.09400623	9.282028751	8.550897626	11.36568065	10.17481694	8.115889342
961.087	18.53530806	10.93341897	13.12908103	14.76979038	10.44941879	9.912269155	8.992687112	12.13617566	10.63784775	8.588063325
964.947	19.58077034	11.19713009	13.51815522	15.17490812	10.69091384	10.53792149	9.477467129	13.09507841	11.06335644	9.181331429
968.807	20.08708752	11.49199459	14.0559521	15.58161845	10.86001162	10.90701095	10.09392719	13.82150674	11.71151497	9.804157527
972.667	20.60874872	12.00295211	14.52275637	16.09767774	11.20258464	11.53127318	10.77179949	14.66280192	12.88976303	10.40164548
976.527	21.74871562	12.60085379	15.04393521	16.60638546	11.62166227	12.42019942	11.45938823	15.72551341	13.98624815	11.0744791
980.387	22.71521053	12.87254435	15.70016952	17.50320621	12.08739496	12.9510112	12.04780325	16.70262413	14.55706805	11.71039043
984.247	23.33262879	12.88439702	15.93986179	17.78799643	12.19405458	13.01609952	12.34590599	17.03517186	14.81905085	11.89261916
988.107	23.62274115	13.14065155	16.16368549	17.37660595	12.09415554	12.96682276	12.18954768	16.82260558	14.7768578	11.85399191
991.967	23.51879681	13.53234075	16.28895457	17.64834725	12.28758939	12.83794261	11.84167185	16.93798742	14.96572321	11.82377075
995.827	23.60340367	13.69514935	16.58356291	18.08710964	12.73900066	12.90180828	11.76659483	16.80057753	14.96218617	11.77758652
999.687	24.18692049	13.93077611	16.8833823	18.2294508	13.24958088	13.1571539	11.95027615	16.4889538	14.77670065	11.82599325
1003.547	24.61565872	14.20347831	16.71948951	18.72071714	13.59958347	13.29792739	12.10701344	16.7169697	14.9691563	11.91441742
